Type,Page,Content
Page,26,"KU•SEOUL•CAMPUS
학생부종합 KU자기추천
1. 모집단위 및 모집인원: 총 813명
대학 모집단위 계열 인원 대학 모집단위 계열 인원
국어국문학과 인문 15 정치외교학과 인문 9
영어영문학과 인문 29 경제학과 인문 22
중어중문학과 인문 13 사회과학대학(★) 행정학과 인문 14
철학과 인문 15 국제무역학과 인문 14
문과대학
사학과 인문 14 응용통계학과 인문 12
지리학과 인문 15 경영학과 인문 47
경영대학
미디어커뮤니케이션학과 인문 13 기술경영학과 인문 10
문화콘텐츠학과 인문 13 부동산과학원(★) 부동산학과 인문 13
수학과 자연 5 첨단바이오공학부 자연 14
이과대학(★) 물리학과 자연 13 융합과학기술원(★) 시스템생명공학과 자연 8
화학과 자연 8 융합생명공학과 자연 8
건축대학 건축학부 자연 19 동물자원·식품과학·유통학부 자연 30
사회환경공학부 자연 35 환경보건·산림조경학부 자연 18
생명과학대학
기계·로봇·자동차공학부 자연 7 생명과학특성학과 자연 11
전기전자공학부 자연 31 식량자원과학과 자연 10
화공학부 자연 16 수의과대학 수의예과 자연 16
공과대학(★) 컴퓨터공학부 자연 31 일어교육과 인문 16
재료공학과 자연 15 수학교육과 자연 6
사범대학(★)
항공우주·모빌리티공학과 자연 9 교육공학과 인문 12
생물공학과 자연 13 영어교육과 인문 8
산업공학과 자연 7 KU자유전공학부* KU자유전공학부 - 179
※ 면접: (★) 2024. 11. 30.(토) / (그 외) 2024. 12. 1.(일)
*KU자유전공학부는 무전공 모집단위임
2. 지원자격
• 국 내·외 고등학교 졸업(예정)자 또는 법령에 의하여 이와 동등 이상의 학력이 있다고 인정된 자
• 인 재상
구분 학과(부)별 모집 KU자유전공학부 모집
·고 교생 수준의 학업적 기초역량과 다양한 경험을 바탕으로
·교 내활동에 자발적으로 참여하고, 해당 전공에 관심과 융·복합적 소양을 길러 스스로를 추천할 수 있는 자
내용
소질이 있어 스스로를 추천할 수 있는 자 ·학 교생활에서 깊이 있는 탐색으로 학문 간 응용능력을
갖추어 스스로를 추천할 수 있는 자
26 건국대학교 서울캠퍼스"
Page,27,"KU•SEOUL•CAMPUS
3. 전형방법
사정단계 서류 면접 합계 선발배수 수능최저학력기준
1단계 1,000(100%) - 1,000(100%) 3배수
없음
2단계 1단계 성적 700(70%) 300(30%) 1,000(100%) -
「 」
※ P.60 Ⅵ. 학생부위주전형 안내 참고
4. 전형요소별 실질 반영비율
사정단계 전형요소 최고점 최저점 차이 실질 반영비율
1단계 서류 1,000 0 1,000 100%
1단계 성적 700 0 700 70%
2단계
면접 300 0 300 30%
5. 평가요소 및 평가항목
가. 서류
학과(부)별 모집 KU자유전공학부
평가요소 반영비율 평가항목 평가요소 반영비율 평가항목
·학업성취도 ·학업성취도
학업역량 30% ·학업태도 학업역량 20% ·학업태도
·탐구력 ·탐구력
·전공(계열) 관련 교과 이수 노력 ·자기주도성
진로역량 40% ·전공(계열) 관련 교과 성취도 성장역량 50% ·창의적 문제해결력
·진로 탐색 활동과 경험 ·경험의 다양성
·협업과 소통능력 ·협업과 소통능력
·나눔과 배려 ·나눔과 배려
공동체역량 30% 공동체역량 30%
·성실성과 규칙준수 ·성실성과 규칙준수
·리더십 ·리더십
2025학년도 수시모집요강 27"
Page,28,"KU•SEOUL•CAMPUS
나. 면접
• 제 출서류에 기초한 개별면접(10분)
학과(부)별 모집 KU자유전공학부
평가요소 반영비율 평가항목 평가요소 반영비율 평가항목
학업역량 30% ·탐구력 학업역량 20% ·탐구력
·자기주도성
·전공(계열) 관련 교과 이수 노력
진로역량 40% 성장역량 50% ·창의적 문제해결력
·진로 탐색 활동과 경험
·경험의 다양성
·협업과 소통능력 ·협업과 소통능력
공동체역량 30% 공동체역량 30%
·나눔과 배려 ·나눔과 배려
6. 선발원칙
• 1 단계: 서류 점수 석차순으로 모집단위별 모집인원의 3배수 선발
• 2 단계: 총점 석차순(1단계 성적 70% + 면접 30%)으로 모집단위별 모집인원 최종 선발
• 제 출서류를 기한 내에 제출하지 않은 경우 선발대상에서 제외
• 면 접대상자 중 면접결시자와 면접평가 점수가 일정 수준 이하인 자는 선발대상에서 제외
• 학 교폭력 조치사항 기재 항목에 따른 감점표를 활용하여 총점에서 감점
7. 전형일정
구분 일정
원서접수 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00
2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
서류제출(PDF 업로드) 및 온라인 입력
※ 학교생활기록부 대체 서식(해당자) 온라인 입력
1단계 합격자 발표 2024. 11. 15.(금) 14:00 예정
2단계 전형료 납부 1단계 합격자 발표 이후 ~ 2024. 11. 18.(월) 17:00
이과대학, 공과대학, 사회과학대학, 부동산과학원, 융합과학기술원, 사범대학 2024. 11. 30.(토)
※
면접
문과대학, 건축대학, 경영대학, 생명과학대학, 수의과대학, KU자유전공학부 2024. 12. 1.(일)
최초합격자 발표 2024. 12. 13.(금) 14:00 예정
※ 면 접 고사장, 입실 시간 등 면접 관련 자세한 사항은 2단계 전형료 납부 후, 면접 3~4일 전 본교 입학처 홈페이지를 통해 확인할 수 있으며,
수험생별 면접 일자 및 시간은 변경 불가
※ 면 접은 오전/오후 각 4타임(1타임 60분)으로 진행할 예정이며 입실 및 면접 종료 시간이 타임별로 상이
- 오전 면접은 8:00 입실 시작 ~ 13:30 종료 예정 / 오후 면접은 13:30 입실 시작 ~ 19:00 종료 예정(변동 가능)
28 건국대학교 서울캠퍼스"
Page,29,"KU•SEOUL•CAMPUS
8. 제출서류
• 모 든 서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
대상 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교
(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
검정고시 자료
·서류제출(PDF 업로드) 불필요
온라인 제공 동의자
고등학교 졸업학력
검정고시 출신자1) 검정고시 자료 ·고등학교 졸업학력 검정고시 합격증명서 1부
온라인 제공
·원서접수 사이트에서 서류제출(PDF 업로드)
미동의자 및 불가자
·국외 고등학교 졸업(예정)증명서 1부
1) ·국외 고등학교 성적증명서 1부
국외 고등학교 출신자
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
·원서접수 사이트에서 서류제출(PDF 업로드)
※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개 명 또는 주민등록번호 변경으로 인하여 제출서류(고교 학교생활기록부 등)와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’
1부를 제출해야 함
1) 추가 서류제출 안내
대상 제출서류 제출방법 및 기한
고등학교 졸업학력 검정고시 출신자 ·원서접수 시 온라인 입력
학교생활기록부 대체 서식
국외 고등학교 출신자 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
검정고시 및 국외 고등학교 출신자 중 [대상자만] ·원서접수 사이트에서 서류제출(PDF 업로드)
※
국내 학교생활기록부가 있는 자 대입전형용 학교생활기록부 1부 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
9. 동점자 처리기준
학과(부)별 모집 KU자유전공학부
순위
1단계 기준 2단계 기준 1단계 기준 2단계 기준
1순위 서류 진로역량 점수 우수자 면접 진로역량 점수 우수자 서류 성장역량 점수 우수자 면접 성장역량 점수 우수자
2순위 서류 학업역량 점수 우수자 면접 공동체역량 점수 우수자 서류 학업역량 점수 우수자 면접 공동체역량 점수 우수자
3순위 서류 공동체역량 점수 우수자 면접 학업역량 점수 우수자 서류 공동체역량 점수 우수자 면접 학업역량 점수 우수자
4순위 - 서류 진로역량 점수 우수자 - 서류 성장역량 점수 우수자
5순위 - 서류 학업역량 점수 우수자 - 서류 학업역량 점수 우수자
2025학년도 수시모집요강 29"
Page,30,"KU•SEOUL•CAMPUS
학생부종합 사회통합
1. 모집단위 및 모집인원: 총 87명
대학 모집단위 계열 인원 대학 모집단위 계열 인원
국어국문학과 인문 2 정치외교학과 인문 1
영어영문학과 인문 2
경제학과 인문 3
중어중문학과 인문 2
사회과학대학 행정학과 인문 2
철학과 인문 1
문과대학
사학과 인문 1 국제무역학과 인문 3
지리학과 인문 1
응용통계학과 인문 2
미디어커뮤니케이션학과 인문 1
경영학과 인문 4
문화콘텐츠학과 인문 1
경영대학
수학과 자연 1 기술경영학과 인문 2
이과대학 물리학과 자연 2
부동산과학원 부동산학과 인문 2
화학과 자연 1
첨단바이오공학부 자연 3
건축대학 건축학부 자연 3
사회환경공학부 자연 4 융합과학기술원 시스템생명공학과 자연 1
기계·로봇·자동차공학부 자연 4
융합생명공학과 자연 1
전기전자공학부 자연 4
동물자원·식품과학·유통학부 자연 4
화공학부 자연 4
공과대학 컴퓨터공학부 자연 4 환경보건·산림조경학부 자연 3
생명과학대학
재료공학과 자연 4 생명과학특성학과 자연 2
항공우주·모빌리티공학과 자연 3
식량자원과학과 자연 2
생물공학과 자연 2
수의과대학 수의예과 자연 3
산업공학과 자연 2
2. 지원자격
• 국 내 고등학교 졸업(예정)자 또는 법령에 의하여 이와 동등 이상의 학력이 있다고 인정된 자로서 원서접수 마감일 현재 다음 각 호 중
하나에 해당하는 자
1. 국가보훈대상자
「 」
· 국가보훈 기본법 제3조 제2호에 따른 ‘국가보훈대상자’로서 국가보훈관계 법령에 따른 교육지원 대상자
※ 근거법령
「 」
가. 독립유공자예우에 관한 법률 제15조
「 」
나. 국가유공자 등 예우 및 지원에 관한 법률 제22조
「 」
다. 5·18민주유공자예우에 관한 법률 제12조
「 」
라. 고엽제후유의증 등 환자지원 및 단체설립에 관한 법률 제7조의 5
「 」
마. 특수임무유공자 예우 및 단체설립에 관한 법률 제11조
「 」
바. 보훈보상대상자 지원에 관한 법률 제25조
※ 단, 국가보훈대상자 지원자격은 국내 고교 학생부 3학기 이상 학생부(교과정량) 석차등급 산출내역이 있어야 함
30 건국대학교 서울캠퍼스"
Page,31,"KU•SEOUL•CAMPUS
2. 농어촌학생
「 」
· 고등교육법 시행령 제29조 제2항 제14호 ‘가’목에 해당하는 자 중 [지원자격 1] 또는 [지원자격 2]에 해당하는 자
▶ [지원자격 1]: 중 학교 입학일부터 고등학교 졸업일까지 농어촌 소재지의 중·고등학교 전 교육과정을 연속하여 이수하고,
해당기간 동안 본인 및 부·모 모두 농어촌 소재지에 거주한 자
▶ [지원자격 2]: 초등학교 입학일부터 고등학교 졸업일까지 농어촌 소재지의 초·중·고등학교 전 교육과정을 연속하여 이수하고,
해당기간 동안 본인이 농어촌 소재지에 거주한 자
- 특 수목적고(과학고, 산업수요맞춤형고, 외국어고, 국제고, 예술고, 체육고), 특성화고, 학력인정 평생교육시설, 비인가 대안학교,
방송통신고, 고등기술학교, 각종학교 졸업(예정)자 지원 불가
- 지원자격 해당기간의 연속된 연수만을 인정함
「 」 「 」
- ‘ 농어촌 소재지’란 지방자치법 제3조에 따른 읍·면 지역 및 도서·벽지 교육진흥법시행규칙 제2조에 따른 도서·벽지 지역을
의미함
- 고 교 졸업예정자가 최종 합격할 경우 재학 고등학교의 졸업일까지 지원자격(농어촌 지역 거주 및 농어촌 지역 고교 재학)을
유지해야 하며, 자격을 유지하지 않을 경우 불합격 또는 입학이 취소될 수 있음
※ 행정구역(읍·면)의 적용 등 세부 기준
1) 고등학교(초등학교·중학교) 재학 당시의 행정구역(읍·면) 단위를 기준으로 적용함
2) 고등학교(초등학교·중학교) 재학 중에 읍·면이 동으로 행정구역이 개편된 경우, 개편된 동 지역을 읍·면 지역으로 인정함
3) 고등학교(초등학교·중학교) 재학 당시 읍·면이었던 행정구역이 졸업 이후 동으로 개편된 경우, 개편된 동 지역을 읍·면 지역으로 인정함
4) 2개 이상의 학교에서 재학한 경우에 해당 학교 모두 반드시 읍·면 지역에 소재하는 학교이어야 하나, 동일한 읍·면 지역이 아니어도 됨
5) 지원자의 거주지, 부모의 거주지, 재학한 학교 소재지가 동일한 읍·면 지역 또는 도서·벽지 지역이 아니어도 됨
6) [ 지원자격 1] 중학교 입학일부터 고등학교 졸업일까지 주민등록표초본 상 본인, 부, 모 중 한 명 이상이 단 하루라도 말소된 기록이 있는
경우는 지원자격에 해당되지 않음
7) [ 지원자격 2] 초등학교 입학일부터 고등학교 졸업일까지 주민등록표초본 상 본인이 단 하루라도 말소된 기록이 있는 경우는 지원자격에
해당되지 않음
8) [지원자격 1] 지원자격 특이자
구분 자격요건
이혼 전 부모의 주소지와 이혼 후의 주민등록 상 지원자 본인의 양육권이 있는 부(모)의 주소지가 농어촌
부모의 이혼
지역이어야 함
① 부 모 모두가 사망한 경우에는 부모 모두가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
사망일 이후부터 지원자의 주소지가 농어촌 지역이어야 함
부모의 사망
② 부 (모)가 사망한 경우에는 부(모)가 법률 상의 사망일 이전까지의 주소지가 농어촌 지역이어야 하며,
지원자 본인과 생존한 부(모)의 주소지가 농어촌 지역이어야 함
3. 기초생활및차상위
「 」
· 고등교육법 시행령 제29조 제2항 제14호 ‘라’목에 해당하는 자
「 」
1. 국민기초생활 보장법 제2조 제1호에 따른 수급권자 및 제2조 제2호에 따른 수급자
「 」
2. 국민기초생활 보장법 제2조 제10호에 따른 차상위계층
「 」
3. 한부모가족지원법 제5조 및 제5조의2에 따른 지원대상자
2025학년도 수시모집요강 31"
Page,32,"KU•SEOUL•CAMPUS
3. 전형방법
사정단계 서류 학생부(교과정량) 합계 수능최저학력기준
일괄합산 700(70%) 300(30%) 1,000(100%) 없음
「 」 「 」
※ P.60 Ⅵ. 학생부위주전형 안내 및 P.65 Ⅶ. 학생부(교과정량) 반영방법 참고
4. 전형요소별 실질 반영비율
전형요소 최고점 최저점 차이 실질 반영비율
서류 700 0 700 70%
학생부(교과정량) 300 0 300 30%
5. 평가요소 및 평가항목
평가요소 반영비율 평가항목
학업역량 30% 학업성취도 / 학업태도 / 탐구력
진로역량 40% 전공(계열) 관련 교과 이수 노력 / 전공(계열) 관련 교과 성취도 / 진로 탐색 활동과 경험
공동체역량 30% 협업과 소통능력 / 나눔과 배려 / 성실성과 규칙준수 / 리더십
6. 선발원칙
• 학 생부(교과정량)와 서류 점수를 합산하여 총점 석차순으로 모집단위별 모집인원 선발
• 서 류 점수가 일정 수준 이하인 경우 선발대상에서 제외
• 제 출서류를 기한 내에 제출하지 않은 경우 선발대상에서 제외
• 학 교폭력 조치사항 기재 항목에 따른 감점표를 활용하여 총점에서 감점
7. 전형일정
구분 일정
원서접수 2024. 9. 9.(월) 10:00 ~ 9. 12.(목) 17:00
2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
서류제출(PDF 업로드) 및 온라인 입력
※ 학교생활기록부 대체 서식(해당자) 온라인 입력
최초합격자 발표 2024. 12. 13.(금) 14:00 예정
32 건국대학교 서울캠퍼스"
Page,33,"KU•SEOUL•CAMPUS
8. 제출서류
가. 공통서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
대상 제출서류
·서류제출(PDF 업로드) 불필요
학생부 온라인 제공 ※ 대상: 2017년 2월 ~ 2025년 2월 졸업(예정)자
동의자 ※ 2 005년 2월 ~ 2016년 2월 졸업자 중 희망자의 경우 온라인 생성 신청 시스템
국내 정규 고등학교
(apply.neis.go.kr)을 통해 대입전형자료 온라인 신청 가능
졸업(예정)자
·대입전형용 학교생활기록부 1부
학생부 온라인 제공
·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
미동의자 및 불가자
·원서접수 사이트에서 서류제출(PDF 업로드)
검정고시 자료 온라인
·서류제출(PDF 업로드) 불필요
제공 동의자
고등학교 졸업학력
1) 검정고시 자료
검정고시 출신자
·고등학교 졸업학력 검정고시 합격증명서 1부
온라인 제공
·원서접수 사이트에서 서류제출(PDF 업로드)
미동의자 및 불가자
·국외 고등학교 졸업(예정)증명서 1부
1) ·국외 고등학교 성적증명서 1부
국외 고등학교 출신자
※ 국외 고교 출신자 제출서류 안내(P.59) 필독
·원서접수 사이트에서 서류제출(PDF 업로드)
※ 서류접수 기간 이후 학교생활기록부 수정사항 제출 시 반영하지 않음
※ 개 명 또는 주민등록번호 변경으로 인하여 제출서류(고교 학교생활기록부 등)와 입학원서 상 인적사항이 일치하지 않는 지원자는 ‘주민등록표초본’
1부를 제출해야 함
1) 추가 서류제출 안내
대상 제출서류 제출방법 및 기한
고등학교 졸업학력 검정고시 출신자
·원서접수 시 온라인 입력
학교생활기록부 대체 서식
·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
국외 고등학교 출신자
검정고시 및 국외 고등학교 출신자 중 [대상자만] ·원서접수 사이트에서 서류제출(PDF 업로드)
※
국내 학교생활기록부가 있는 자 대입전형용 학교생활기록부 1부 ·2024. 9. 9.(월) 10:00 ~ 9. 13.(금) 17:00
※ 학교폭력 조치사항 확인을 위하여 ‘검정고시 및 국외고 출신자’ 중 국내 고교 학교생활기록부가 있는 자는 국내 고교 학교생활기록부를
제출해야 함
2025학년도 수시모집요강 33"
Page,34,"KU•SEOUL•CAMPUS
나. 지원자격별 서류
• 모 든 제출서류는 2024. 9. 1.(일) 이후 발급분 제출
• 2 024. 9. 13.(금) 17:00까지 원서접수 사이트에서 서류제출(PDF 업로드) / 우편 및 방문 제출 불가
※ 최종등록자에 한하여 PDF 제출서류의 원본을 요청할 예정이므로 반드시 해당 서류를 보관하여야 함
• 모 든 지원자격 서류는 주민등록번호 뒷자리까지 확인할 수 있도록 상세로 발급하여 제출
1) 국가보훈대상자
구분 제출서류 비고
대학입학특별전형 ·정 부24(www.gov.kr) 또는 무인민원발급기에서 발급, 지방보훈청, 보훈지청 등에서
대상자증명서 발급 가능
국가보훈관계법령에
·지원자 기준
따른 교육지원 대상자
가족관계증명서 ※ 독 립유공자의 손자녀인 경우, 친손은 ‘부’ 기준, 외손은 ‘모’ 기준으로 발급한
가족관계증명서
2) 농어촌학생
구분 제출서류 비고
가족관계증명서 ·지원자 기준
·부, 모, 지원자 기준 각 1부씩, 총 3부
주민등록표초본
※ 주소변동사항 및 상세내역 포함
[지원자격 1]
중·고등학교
중학교 학교생활기록부 ·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
※
전 교육과정 이수자
·본교 양식(읍·면 지역을 확인할 수 있도록 지번주소로 작성)
농어촌학생
※ 본 교 입학처 홈페이지에 게시된 양식을 다운로드 받아 작성한 후,
지원자격 확인서
고등학교장 직인 날인한 서류를 스캔하여 PDF 업로드
·지원자 기준
주민등록표초본
※ 주소변동사항 및 상세내역 포함
[지원자격 2]
초·중학교 학교생활기록부 ·교육기관(초·중·고교), 공공기관, 무인민원발급기, 인터넷 발급
초·중·고등학교
전 교육과정 이수자 ·본교 양식(읍·면 지역을 확인할 수 있도록 지번주소로 작성)
농어촌학생
※ 본 교 입학처 홈페이지에 게시된 양식을 다운로드 받아 작성한 후,
지원자격 확인서
고등학교장 직인 날인한 서류를 스캔하여 PDF 업로드
※ [지원자격 1] 지원자격 특이자 추가 제출서류
구분 제출서류 비고
부모 혼인관계증명서
부모 이혼
기본증명서(지원자 기준)
※ 읍 ·면·동 행정복지센터 또는 대한민국법원
사망한 부(모)의 기본증명서
부(모) 또는 부모 사망 전자가족관계등록시스템
※ 2008년 이전 사망 시, 제적등본으로 대체
(http://efamily.scourt.go.kr)에서 발급 가능
입양 입양관계증명서
양자 친양자입양관계증명서
※ 이 밖에도 부와 모의 거주지 및 거주기간 등을 확인하기 위해 추가 서류제출을 요구할 수 있음
34 건국대학교 서울캠퍼스"
Page,35,"KU•SEOUL•CAMPUS
3) 기초생활및차상위
구분 제출서류 비고
국민기초생활보장 ·지원자 기준으로 발급
국민기초생활보장수급자증명서
수급자 ·정부24(www.gov.kr) 또는 행정복지센터 발급
차상위계층확인서
차상위본인부담경감대상자증명서 ·정부24(www.gov.kr) 또는 행정복지센터 발급
차상위복지급여
·단, 차상위본인부담경감대상자증명서는 국민건강보험공단 발행
수급 중인 자활근로자확인서
※ 수 급(권)자가 지원자 본인이 아닌 경우: 부 또는 모 기준
차상위계층 학생
장애수당대상자확인서 가족관계증명서와 주민등록표등본 추가 제출
장애인연금대상자확인서
·정부24(www.gov.kr) 또는 행정복지센터 발급
한부모가족
한부모가족증명서 ※ 수 급(권)자가 지원자 본인이 아닌 경우: 부 또는 모 기준
지원대상자
가족관계증명서와 주민등록표등본 추가 제출
「 」
다. 최종등록자 추가 제출서류(농어촌학생 지원자격에 한함)
농어촌학생 최종등록자는 고등학교 졸업 시까지 농어촌 지역에 거주해야 하며,
이를 입증하기 위한 서류를 추가 제출해야 함. 미제출 시 입학 이후라도 입학이 취소될 수 있음
· 대상: 학 생부종합(사회통합) 농어촌학생 최종등록자 중 2025년 2월 졸업예정자
(2024년 기준 고등학교 3학년 / 2024년 12월 및 2025년 1월 졸업예정자 포함)
· 제출기한: 2025. 2. 21.(금)까지(마감일 우편소인 인정)
· 제출서류
구분 제출서류
1. 고등학교 졸업증명서
[지원자격 1]
2. 부, 모, 지원자 기준 주민등록표초본 각 1부씩, 총 3부
중·고등학교 전 교육과정 이수자
※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세내역)
1. 고등학교 졸업증명서
[지원자격 2]
2. 지원자 기준 주민등록표초본
초·중·고등학교 전 교육과정 이수자
※ 고등학교 졸업일 이후 발급분(주소변동사항 포함한 상세내역)
· 제출방법: 입학처로 우편 제출(방문 제출 불가)
9. 동점자 처리기준
순위 항목
1순위 서류 진로역량 점수 우수자
2순위 서류 학업역량 점수 우수자
3순위 서류 공동체역량 점수 우수자
4순위 학생부(교과정량) 성적 총점 우수자
5순위 국어 교과 성적 우수자
2025학년도 수시모집요강 35"
Page,36,"KU•SEOUL•CAMPUS
학생부종합 특성화고교졸업자
1. 모집단위 및 모집인원: 총 22명
대학 모집단위 계열 인원 대학 모집단위 계열 인원
건축대학 건축학부 자연 1 정치외교학과 인문 1
경제학과 인문 1
사회환경공학부 자연 1
사회과학대학 행정학과 인문 1
기계·로봇·자동차공학부 자연 1
국제무역학과 인문 1
전기전자공학부 자연 1
응용통계학과 인문 1
화공학부 자연 1 경영학과 인문 1
공과대학 경영대학
기술경영학과 인문 1
컴퓨터공학부 자연 2
부동산과학원 부동산학과 인문 1
재료공학과 자연 1
동물자원·식품과학·유통학부 자연 2
항공우주·모빌리티공학과 자연 1
생명과학대학 환경보건·산림조경학부 자연 1
생물공학과 자연 1 식량자원과학과 자연 1
2. 지원자격
「 」
• 고등교육법 시행령 제29조 제2항 제14호 ‘나’목에 해당하는 자
「 」
• 초·중등교육법 시행령 제91조 제1항에 따른 특성화고등학교 중 자연현장실습 등 체험위주의 교육을 전문으로 실시하는 고등학교를
「 」
제외한 학교( 초·중등교육법 시행령 제76조의3 제1호에 따른 일반고등학교에 설치된 학과 중 특성화고등학교에서 제공하는 것과 같은
교육과정으로 운영되는 학과를 포함)에 입학하여 원서접수 마감일 현재 졸업(예정)자로서, 해당 고교에서 본인이 이수한 학과의 기준학과가
지원 모집단위에서 제시한 기준학과를 충족한 자
- 신입학이 아닌 경우 특성화고의 1학년 1학기 성적부터 있어야 함
- 기준학과명이 명시되어 있지 않을지라도 특성화고교에서 이수한 교과목이 해당 모집단위와 관련된 전문교과 30단위 이상을 이수한 경우,
소속 고교장이 인정하여 추천한 자는 지원 가능함
- 특성화고등학교는 특성화고 및 특성화고와 같은 교육과정을 운영하는 학과가 있는 일반고(종합고)를 의미함
- 종합고의 일반고 교육과정 졸업(예정)자는 대상에서 제외됨
- 산업수요맞춤형고등학교(마이스터고등학교) 졸업생은 특성화고교졸업자 특별전형 대상에서 제외됨
- 동일계열 이수단위 수, 이수교과목 등을 서류평가에 반영함
36 건국대학교 서울캠퍼스"
Page,37,"KU•SEOUL•CAMPUS
※ 모집단위별 기준학과: 2015 개정교육과정 기준학과
대학 모집단위 계열 기준학과
토목과, 건축시공과, 조경과, 디자인과, 문화콘텐츠과, 농업토목과, 산업설비과,
건축대학 건축학부 자연
산업안전과
토목과, 건축시공과, 조경과, 디자인과, 문화콘텐츠과, 농업토목과, 환경보건과,
사회환경공학부 자연
산업안전과, 산림자원과, 농업기계과
기계과, 냉동공조과, 자동차과, 조선과, 항공과, 금속재료과, 세라믹과, 산업설비과,
기계·로봇·자동차공학부 자연
전기과, 전자과, 농업기계과, 항해과, 기관과, 정보컴퓨터과, 산업안전과
전기과, 전자과, 기계과, 냉동공조과, 자동차과, 조선과, 항공과, 디자인과,
전기전자공학부 자연
문화콘텐츠과, 방송·통신과, 정보컴퓨터과, 산업안전과
화학공업과, 금속재료과, 세라믹과, 산업설비과, 식품가공과, 환경보건과, 산업안전과,
화공학부 자연
섬유과
공과대학
디자인과, 문화콘텐츠과, 기계과, 방송·통신과, 정보컴퓨터과, 항해과, 전자과,
컴퓨터공학부 자연
산업안전과
화학공업과, 금속재료과, 세라믹과, 산업설비과, 식품가공과, 환경보건과, 산업안전과,
재료공학과 자연
섬유과
기계과, 냉동공조과, 자동차과, 조선과, 항공과, 금속재료과, 세라믹과, 산업설비과,
항공우주·모빌리티공학과 자연
전기과, 전자과, 농업기계과, 항해과, 기관과, 정보컴퓨터과, 산업안전과
생물공학과 자연 식품가공과, 환경보건과, 산업안전과, 해양생산과, 수산양식과
정치외교학과 인문 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과
경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 보육과, 사회복지과,
경제학과 인문
보건간호과
사회과학대학 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 보육과, 사회복지과,
행정학과 인문
보건간호과
국제무역학과 인문 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과
응용통계학과 인문 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과
경영학과 인문 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 문화콘텐츠과
경영대학
경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과, 해양레저과, 항해과,
기술경영학과 인문
기관과
부동산과학원 부동산학과 인문 경영·사무과, 재무·회계과, 유통과, 금융과, 판매과, 정보컴퓨터과
농업과, 원예과, 농업기계과, 농업토목과, 동물자원과, 식품가공과, 유통과,
동물자원·식품과학·유통학부 자연
화학공업과, 해양생산과, 수산양식과
환경보건과, 산업안전과, 농업과, 원예과, 산림자원과, 농업기계과, 농업토목과,
생명과학대학 환경보건·산림조경학부 자연
식품가공과, 조경과
농업과, 원예과, 농업기계과, 농업토목과, 식품가공과, 유통과, 화학공업과,
식량자원과학과 자연
해양생산과, 수산양식과
2025학년도 수시모집요강 37"
