Page,0,1,2,3,4,5,6,7,8,9,10,11,12
43,지 원 자 격,이 웃 사 랑,"(1)   「국민기초생활보장법」 제2조 제1호 (수급권자), 
제2호 (수급자)","•  수급자 증명서 (지원자 기준) 1부
※	서류접수	시작일로부터	7일	이내	발급한	서류만	인정함",,,,,,,,,
43,,,"(2)   「국민기초생활보장법」 제2조 제10호의 차상위
계층에 속하는 자로서 차상위 복지급여 (차상위 
자활, 차상위 장애수당, 차상위 장애인연금부가급여, 
차상위 건강보험본인부담금 경감) 중 하나 이상을 
받고 있는 가구의 학생 또는 차상위계층 확인사업 
대상 가구 (구 우선돌봄 차상위가구)의 학생","① 아래 해당 확인서 (증명서) 1부
 
-   시·군·구청장 또는 읍·면·동주민센터장이 발급하는 「자활근로자, 장애 (아동)
수당 대상자, 장애인연금 대상자, 차상위계층 확인서」
 
-   국민건강보험공단 이사장이 발행하는 「차상위 본인부담경감 대상자 증명서」  
※	서류접수	시작일로부터	7일	이내	발급한	서류만	인정함
② 가족관계증명서 (지원자 기준) 1부
③ 주민등록표등본 (주민등록번호, 세대정보 모두 포함) 1부",,,,,,,,,
43,,,"(3)   「한부모가족지원법」  제5조  또는  제5조의2에 
따른 지원대상자","•  지원자 기준 한부모가족증명서 1부
※	서류접수	시작일로부터	7일	이내	발급한	서류만	인정함",,,,,,,,,
43,,(4) 장애인 등 대상자,,"•  아래 서류 중 1개 이상 제출 (최근 1개월 이내 발급)
 
-   장애인증명서, 특수교육 대상자 증명서 (배치 결과통지서 등) 또는 상이정도가 
명시된 국가보훈대상자 (국가유공자 등) 증명서 중 1부 (최근 1개월 이내 발급)",,,,,,,,,
43,,(5) 특성화고 졸업자,,•  제출서류 없음,,,,,,,,,
43,해 당 자,"제출서류와 주민등록번호, 성명이 다른 지원자",,•  주민등록표초본 1부,,,,,,,,,
43,최 종 합 격 자,(1) 중 고교졸업예정자,,"① 고교졸업증명서(고교졸업일 명시)
② 본인 주민등록표초본 (고교졸업일 이후~2026.2.28. 사이 발급본)",,,,,,,,,
43,,(5) 중 고교졸업예정자,,•  고교졸업증명서 (고교졸업일 명시),,,,,,,,,
45,모집단위,혜택,,,,,,,,,,,
45,글로벌리더학부,"•  국가고시 및 로스쿨 진학, 다양한 취업 진로 프로그램 제공
•  (정책트랙)고시 합격생 및 (법무트랙)법학적성시험 상위 학생 장학제도
•  신입생 성적우수자 중 2학년 1학기 재학생 대상 장학금 지급 (신입학년도 2개 학기 연속 재학 필수) 
•  해외 교환학생 및 복수학위 우선 지원, 국제 인턴십 우선 지원, 학사 + 석사 연계과정 5년 지원 (대학원 장학금 포함), 
해외 박사학위과정 진학 추천 (Honor Student 인증)",,,,,,,,,,,
45,글로벌경제학과,"•  해외대학 (영국 Univ. of Birmingham, 네덜란드 Erasmus Univ. 등)과의 복수학위 및 교환학생 프로그램 운영
•  해외 교환학생 파견 장학 지원 (기준 충족자에 한해 항공권 및 체재비 등 일부 지원)
•  해외대학과 공동 개최하는 국제학술대회 참여 지원
•  국가고시 및 로스쿨 진학, 다양한 취업 진로 프로그램 제공
•  국제 인턴십 우선 지원, 학사 + 석사 연계과정 5년 지원 (대학원 장학금 포함),  
해외 박사학위과정 진학 추천 (Honor Student 인증)
•  신입학년도 성적우수자 중 2학년 1학기 재학생 대상 장학금 지급 (신입학년도 2개학기 연속 재학 필수)",,,,,,,,,,,
45,글로벌경영학과,"•  해외대학 (미국 Indiana Univ., 프랑스 Emlyon Univ. 등)과의 복수학위 및 교환학생 프로그램 운영
•  해외 교환학생 파견 장학 지원 (기준 충족자에 한해 항공권 및 체재비 등 일부 지원)
•  글로벌 탐방 프로그램 제공 (항공료 등 제반 비용 지원)
•  해외취업, 외국계취업 등 각종 취업 역량 강화 프로그램 제공
•  신입학년도 성적우수자 중 2학년 1학기 재학생 대상 장학금 지급 (신입학년도 2개학기 연속 재학 필수)
•  국제 인턴십 우선 지원, 학사 + 석사 연계과정 5년 지원 (대학원 장학금 포함),  
해외 박사학위과정 진학 추천 (Honor Student 인증)",,,,,,,,,,,
45,반도체시스템공학과,"•  전체 신입생 대상 2년 (4개 학기) 전액 장학금 지급 (기준 성적 충족 시)
•  삼성전자 입사 및 등록금전액 (재학 5학기~8학기) 지급 (최소채용절차 통과자 및 기준 성적 충족 시)
•  성적우수자에 대한 학업장려금 지급
•  미국 실리콘밸리 연수 지원
•  기숙사 우선 배정 (1학년 1년간, 기숙사 입사신청 1차 시기 지원자에 한함)
•  삼성전자 인턴십 프로그램 제공 (최소채용절차 통과 시)",,,,,,,,,,,
45,지능형소프트웨어학과,"•  5학년 졸업 후 학사·석사 동시 취득
•  전체 신입생 대상 3년 (6개 학기) 전액 장학금 지급 (기준 성적 충족 시)
•  삼성전자 입사 및 전액 장학금 (재학 7학기~10학기) 지급 (최소채용절차 통과자 및 기준 성적 충족 시)
•  삼성전자 해외연구소 방문 단기 해외 연수
•  성적우수자에 대한 학업장려금 지급
•  석사과정 기간 학비 보조금 매월 지급
•  삼성전자 DX부문 인턴십 프로그램 제공 (최소채용절차 통과 시)
•  학위과정 중 국제우수학술대회 논문 발표 시 출장 지원
•  기숙사 우선 배정 (1학년 1년간, 기숙사 입사신청 1차 시기 지원자에 한함)",,,,,,,,,,,
46,모집단위,혜택,,,,,,,,,,,
46,소프트웨어학과,"•  국내·외 SW전문기업 인턴십 및 해외 방문 프로그램 지원
•  기숙사 우선 배정 (1학년 1년간, 기숙사 입사신청 1차 시기 지원자에 한함)
•  산학협력 프로젝트 프로그램 제공
•  SW코딩 멘토링 지원
•  우수학부생 연구실 입실 및 연구 활동 진행
•  해외 대학과의 공동 프로젝트 수행
•  SW 창업 멘토링 교육 및 창업 지원",,,,,,,,,,,
46,"글로벌바이오
메디컬공학과","•  IBS 뇌과학이미징연구단 특성화프로그램 참여 가능 (해외석학강좌, 첨단 뉴로이미징 연구장비 교육, 썸머스쿨 등) 
•  기숙사 우선 배정 (1학년 1년간, 기숙사 입사신청 1차 시기 지원자에 한함)
•  성적우수자에 대한 학업장려금 지급",,,,,,,,,,,
46,반도체융합공학과,"•  반도체특성화대학 사업 지원을 통해 정원내 입학생 전원 2년 (4개 학기) 장학금 지급 
( 각 장학금별 기준 성적 충족 필요, 과학인재전형 합격자는 과학인재장학금 수여, 반도체특성화대학 지원 장학금은 2026년 2학기
까지 확정이며, 사업 지속 여부에 따라 연장 가능)
•  조기 석사학위 취득이 가능한 학·석사 연계과정 운영 예정
•  지도교수-학생 간의 1:1 매칭을 통해 학업, 진로 등 다양한 분야에 대한 맞춤형 멘토링 제공
•  글로벌 반도체기술 해외탐방 프로그램 (항공료를 포함한 참여 비용 전액 지원) 및 학회 참가 기회 제공
•  반도체설계실습실, 교육용반도체 fab 활용 (구축 중) 통한 실습 강화 교육",,,,,,,,,,,
46,배터리학과,"•  전체 신입생 대상 2년(4개 학기) 전액 장학금 지급하고(기준 성적 충족 시), 삼성SDI 입사 및 전액 장학금 지급  
(재학 5학기~8학기, 최소채용절차 통과자 및 기준 성적 충족 시)
•  기숙사 우선 배정 (1학년 1년간, 기숙사 입사신청 1차 시기 지원자에 한함)
•  성적우수자에 대한 학업장려금 지급
•  해외연수 (전시회/학회) 참여 기회 제공 (기준 성적 충족 시)
•  삼성SDI 인턴십 프로그램 제공 (최소 채용절차 통과 시)",,,,,,,,,,,
48,전공명,주관부서,연락처,,,,,,,,,,
48,비교문화/일본학/글로컬문화콘텐츠,문과대학 연계전공 사무실,02-760-1093,,,,,,,,,,
48,미래인문학,독어독문학과 사무실,02-760-0291,,,,,,,,,,
48,융합언어학,러시아어문학과 사무실,02-760-0641,,,,,,,,,,
48,고전학,한문학과 사무실,02-760-0334,,,,,,,,,,
48,국제통상학,국제통상학 연계전공 사무실,02-760-0941,,,,,,,,,,
48,앙트레프레너십,앙트레프레너십 연계전공 사무실,02-760-0439,,,,,,,,,,
48,공익과법,공익과법 연계전공 사무실,02-760-0192,,,,,,,,,,
48,차세대반도체공학,반도체융합공학과 사무실,031-290-5869,,,,,,,,,,
48,컴바이오믹스,컴바이오믹스 연계전공 사무실,031-299-4130,,,,,,,,,,
48,한국학,동아시아학술원행정실,02-760-0775,,,,,,,,,,
49,마이크로디그리명,최소	이수학점,주관부서,연락처,비고,,,,,,,,
49,인공지능 경제학,12,경제학과,02-760-0949,,,,,,,,,
49,인공지능 콘텐츠,12,글로벌융합학부,02-740-1784,,,,,,,,,
49,탄소중립 건축,12,건설환경공학부,031-299-4775,,,,,,,,,
49,인공지능 반도체,27,전자전기공학부,031-290-5827,필수 과목그룹 있음,,,,,,,,
49,반도체 설계트랙,27,전자전기공학부,031-290-5827,필수 과목그룹 있음,,,,,,,,
49,미래형 자동차,28,전자전기공학부,031-290-5412,필수 과목그룹 있음,,,,,,,,
49,의료 인공지능,12,의학과,031-299-6025,필수과목 있음,,,,,,,,
49,바이오센서,9,생명과학과,031-290-7000,,,,,,,,,
49,성균 인문학,12,독어독문학과,02-760-0913,,,,,,,,,
49,인공지능 교육,12,컴퓨터교육과,02-760-0965,,,,,,,,,
49,인공지능 융합비즈니스,12,경영학과,02-760-0969,,,,,,,,,
49,K-철학커뮤니케이터,9,유학.동양학과,02-740-1692,,,,,,,,,
49,고령화사회 디지털헬스,9,문헌정보학과,02-740-1692,,,,,,,,,
49,지역사회 정보분석,9,문헌정보학과,02-740-1692,,,,,,,,,
49,AI테크놀로지와 커뮤니티 리브랜딩,9,미디어커뮤니케이션학과,02-740-1692,,,,,,,,,
49,지능형 실감미디어와 지역문화 콘텐츠,9,미디어커뮤니케이션학과,02-740-1692,,,,,,,,,
49,소셜임팩트 크리에이터,9,사회복지학과,02-740-1692,,,,,,,,,
49,초고령 시대의 지역사회 개발,9,사회복지학과,02-740-1692,,,,,,,,,
49,데이터기반 지역문제해결,9,행정학과,02-740-1692,,,,,,,,,
49,사회통합과 커뮤니티개발,9,행정학과,02-740-1692,,,,,,,,,
49,다문화사회와 갈등관리,9,행정학과,02-740-1692,,,,,,,,,
49,인구전환과 사회적 대응,9,행정학과,02-740-1692,,,,,,,,,
49,지속가능성장을 위한 지역거버넌스,9,행정학과,02-740-1692,,,,,,,,,
49,응용혁신경험디자인 (AIEX) 트랙,18,디자인학과,031-299-6877,필수 과목그룹 있음,,,,,,,,
49,인공지능과 예술,12,예술대학,02-760-0933,,,,,,,,,
49,ESG,12,건설환경공학부,031-290-7510,,,,,,,,,
49,반도체/디스플레이 공정/장비,12,기계공학부,031-290-5881,,,,,,,,,
49,지능형로봇,15,기계공학부,031-290-5881,필수과목 있음,,,,,,,,
49,친환경모빌리티,12,기계공학부,031-290-5881,,,,,,,,,
49,양자정보 및 양자화학,12,나노공학과,031-299-4116,,,,,,,,,
49,스마트 생산/제조,12,시스템경영공학과,031-290-7590,,,,,,,,,
49,반도체/디스플레이 소재/소자,12,신소재공학부,031-290-7390,,,,,,,,,
49,배터리,12,신소재공학부,031-290-7390,,,,,,,,,
49,바이오헬스케어,12,화학공학부,031-299-4700,,,,,,,,,
49,저탄소그린에너지,12,화학공학부,031-299-4700,,,,,,,,,
49,기후변화와 지속가능한 미래,12,소비자학과,02-760-0933,,,,,,,,,
49,인간발달과 정신건강 전문가,12,심리학과,02-740-1692,,,,,,,,,
49,언어와 인공지능,12,영어영문학과,02-760-0246,,,,,,,,,
49,첨단 반도체 부품장비,12,전자전기공학부,031-299-6757,,,,,,,,,
49,첨단 반도체 패키징테스트,12,전자전기공학부,031-299-6757,,,,,,,,,
49,고전문해력,12,한문학과,02-760-0913,,,,,,,,,
49,인공지능 캡스톤,12,컴퓨터교육과,02-760-0965,,,,,,,,,
49,공직 직무역량,12,글로벌리더학부,02-760-0933,,,,,,,,,
49,핀테크,12,경영학과,02-760-0969,,,,,,,,,
50,계열,학과명,표시과목,,,,,,,,,,
50,유학대학,유학·동양학과,도덕·윤리,,,,,,,,,,
50,문과대학,국어국문학과,국어,,,,,,,,,,
50,,영어영문학과,영어,,,,,,,,,,
50,,중어중문학과,중국어,,,,,,,,,,
50,,한문학과,한문,,,,,,,,,,
50,,사학과,역사,,,,,,,,,,
50,,문헌정보학과,사서교사 (2급),,,,,,,,,,
50,사회과학대학,행정학과,일반사회,,,,,,,,,,
50,,아동·청소년학과,유치원정교사 (2급),,,,,,,,,,
50,경제대학,경제학과,일반사회,,,,,,,,,,
50,,통계학과,수학,,,,,,,,,,
50,경영대학,경영학과,상업,,,,,,,,,,
50,자연과학대학,생명과학과,생물,,,,,,,,,,
50,,수학과,수학,,,,,,,,,,
50,,물리학과,물리,,,,,,,,,,
50,,화학과,화학,,,,,,,,,,
50,정보통신대학,전자전기공학부,"전자, 전기, 통신",,,,,,,,,,
50,스포츠과학대학,스포츠과학과,체육,,,,,,,,,,
50,예술대학,미술학과,미술,,,,,,,,,,
50,,디자인학과,디자인·공예,,,,,,,,,,
50,,영상학과,연극영화,,,,,,,,,,
50,,연기예술학과,연극영화,,,,,,,,,,
51,소속,설치	(운영)	학과	(부),학위명칭	(영문학위명),,,,,,,,,,
51,정보통신대학,전자전기공학부,"전자전기공학심화프로그램
(BS in Electronic and Electrical Engineering)",,,,,,,,,,
51,공과대학,화학공학부,"화학공학심화프로그램
(BS in Chemical Engineering)",,,,,,,,,,
51,,신소재공학부,"신소재공학심화프로그램
(BS in Advanced Materials Science and Engineering)",,,,,,,,,,
51,,기계공학부,"기계공학심화프로그램
(BS in Mechanical Engineering)",,,,,,,,,,
51,,건설환경공학부,"건축공학심화프로그램
(BS in Architectural Engineering)",,,,,,,,,,
51,,,"토목공학심화프로그램
(BS in Civil Engineering)",,,,,,,,,,
51,,시스템경영공학과,"시스템경영공학심화프로그램
(BS in Systems Management Engineering)",,,,,,,,,,
52,구분,시설명,소재지	주소,호실타입,수용인원,성별,비	고,,,,,,
52,"직영
기숙사","E-하우스
(본관)","율곡로 29길 5
(충신동)",1인실,2명,남학생,"학교정문까지 도보 약 30분 소요
1인실 : 장애인실",,,,,,
52,,,,2인실,302명,,,,,,,,
52,,"E-하우스
(별관)","율곡로 257
(충신동)",1인실,1명,여학생,"학교정문까지 도보 약 30분 소요
1인실 : 장애인실",,,,,,
52,,,,2인실,100명,,,,,,,,
52,,G-하우스,"율곡로 171
(원남동)",1인실,20명,여학생,"학교정문까지 도보 약 20분 소요
1인실 : 장애인실 2실 포함",,,,,,
52,,,,2인실,300명,,,,,,,,
52,,K-하우스,성균관로 7길 35,1인실,2명,여학생,"인문사회과학캠퍼스까지 도보 약 1분 소요
1인실 : 장애인실",,,,,,
52,,,,2인실,246명,,,,,,,,
52,"임대
기숙사",크라운빌 A동,혜화로 5길 7,2인실,60명,남학생,"학교 정문까지 도보 약 15분소요
신청 가능 임대 기숙사는 상황에 따라 변경될 수 있음",,,,,,
52,,크라운빌 C동,혜화로 5길 46,2인실,60명,남/여학생,,,,,,,
52,시설명,호실	타입,수용인원,성별,비고,,,,,,,,
52,인관 (仁館),4인 1실,424명,남학생,,,,,,,,,
52,의관 (義館),2인 1실,200명,-,대학원생 전용,,,,,,,,
52,예관 (禮館),2인 1실,342명,여학생,,,,,,,,,
52,지관 (智館),2인 1실,926명,남학생,,,,,,,,,
52,신관 (信館),2인 1실,"1,108명",-,,,,,,,,,
52,,4인 1실,140명,-,,,,,,,,,
52,,4인 4실,388명,-,1인실 형태,,,,,,,,
52,,6인 3실,186명,-,2인실 형태,,,,,,,,
52,,3인 3실,63명,-,1인실 형태,,,,,,,,
52,,1인 1실,8명,장애인 우선,,,,,,,,,
53,구	분,"명륜학사	(인문사회과학캠퍼스,	서울)
봉룡학사	(자연과학캠퍼스,	수원)",,,,,,,,,,,
53,홈페이지,"https://dorm.skku.edu/dorm_seoul
https://dorm.skku.edu/dorm_suwon",,,,,,,,,,,
53,전 화,"(02)760-0163~0164, 0167~0168
(031)290-5181~6",,,,,,,,,,,
53,,평일 09:00 ~ 17:30 (점심시간 12:00 ~ 13:00),,,,,,,,,,,
54,상담	내용,담당	부서,,연락처,,,,,,,,,
54,입학 안내 전반,입학처,,02) 760-1000,,,,,,,,,
54,등록,재무팀,,02) 760-1125,,,,,,,,,
54,장학,학생지원팀,,02) 760-1075,,,,,,,,,
54,"학사안내전반
(졸업·수강·복수전공·학적·휴학·복학 등)",학사콜센터,,1811-8585,,,,,,,,,
54,"기숙사
https://dorm.skku.edu",명륜학사 (인문사회과학캠퍼스 기숙사 행정실),,"02) 760-0163~0164, 0167~0168",,,,,,,,,
54,,봉룡학사 (자연과학캠퍼스 기숙사 행정실),,031) 290-5181~6,,,,,,,,,
54,교직 이수,사범대학,,02) 760-0963,,,,,,,,,
54,전공 안내 전반,"인문사회과학
캠퍼스",유학대학,02) 760-0913~6,,,,,,,,,
54,,,문과대학,02) 760-0913~6,,,,,,,,,
54,,,사회과학대학,"02) 760-0905, 0935",,,,,,,,,
54,,,경제대학,02) 760-0944~5,,,,,,,,,
54,,,경영대학,02) 760-0855,,,,,,,,,
54,,,사범대학,02) 760-0962~4,,,,,,,,,
54,,,예술대학,"02) 760-0905, 0933",,,,,,,,,
54,,,글로벌리더학,02) 760-0191~2,,,,,,,,,
54,,,글로벌경제학,"02) 760-0040, 0042",,,,,,,,,
54,,,글로벌경영학,02) 760-0034,,,,,,,,,
54,,,글로벌융합학부,02) 740-1781~4,,,,,,,,,
54,,"자연과학
캠퍼스",자연과학대학,"031) 290-5801, 5804",,,,,,,,,
54,,,정보통신대학,"031) 290-5827, 5863",,,,,,,,,
54,,,소프트웨어학,031) 299-4100~2,,,,,,,,,
54,,,반도체시스템공학,"031) 299-4900~3, 4906",,,,,,,,,
54,,,지능형소프트웨어학,031) 290-5865,,,,,,,,,
54,,,배터리학,031) 299-6591,,,,,,,,,
54,,,공과대학,031) 290-5815~6,,,,,,,,,
54,,,생명공학대학,031) 290-5804,,,,,,,,,
54,,,스포츠과학대학,031) 299-6920,,,,,,,,,
54,,,의과대학,"031) 299-6021, 6025",,,,,,,,,
54,,,약학대학 바이오신약·규제과학과,031) 290-7720,,,,,,,,,
54,,,"성균융합원
(에너지학, 글로벌바이오메디컬공학)","031) 299-4340
031) 290-5705",,,,,,,,,
